"['en', 'coton']",棉质
['Cardigan'],开衫
"['de', 'laine']",羊毛
"['ample', 'en', 'gabardine']",华达呢
['Pantalon'],阔腿裤
[],真丝
[],府绸
['Chemiseenpopelinedesoie'],衬衫
"['et', 'laine']",羊毛
"['de', 'soie']",真丝
"['en', 'crêpe']",amp
[],&
[],;
[],绉纱
['Short'],短裤
[],印花
"['de', 'coton', 'imprimé']",棉质
"['en', 'popeline']",府绸
['ajustée'],修身
['Chemise'],衬衫
['haute'],高腰
['taille'],amp
[],纸
"['en', 'laine', 'et', 'papier']",羊毛
[],&
[],;
['Pantalon'],裤子
['légère'],轻薄
"['en', 'laine']",羊毛
['Veste'],夹克
['chaîne'],链条
"['de', 'coton', 'détail']",棉质
"['ample', 'en', 'gabardine']",华达呢
[],logo
['Pantalon'],阔腿裤
[],Jeannnie
['Jeannie'],上衣
['bouffantes'],泡泡
[],袖
"['top', 'en', 'lin', 'à', 'manches']",亚麻
['Crop'],短款
[],格纹
"['en', 'tweed', 'à', 'carreaux']",花呢
['Jupe'],半身裙
['côtelé'],罗纹
"['en', 'cachemire']",羊绒
['Pull-over'],毛衣
['cashmere'],山羊绒
"['midi', 'en', 'baby']",迷笛
[],小
['Jupe'],半身裙
['ultra-léger'],超轻
['matelassé'],绗缝
"['en', 'nylon']",尼龙
['Veste'],夹克
"['en', 'denim', 'de', 'coton', 'vintage']",复古
['boyfriend'],男友
[],版型
[],棉质
['Jean'],牛仔裤
[],双
[],拱形
"['à', 'double']",上衣
"['bustier', 'en', 'coton', 'mélangé']",混棉
['Haut'],镂空
[],双
[],拱形
['arche'],镂空
"['courte', 'en', 'coton', 'mélangé', 'à', 'double']",混棉
[],迷你
['Jupe'],短裙
[],透明
[],薄纱
[],平纹
[],针织
"['et', 'tulle', 'transparent']",连体衣
"['en', 'jersey']",amp
[],&
['Body'],;
[],弹力
['anneau'],平纹
"['stretch', 'à', 'double']",迷你
"['courte', 'en', 'jersey']",针织
['Jupe'],短裙
[],罗纹
[],针织
"['en', 'maille', 'nervurée']",镂空
"['Body', 'ajouré']",连体衣
[],弹力
[],镂空
"['Legging', 'stretch']",紧身裤
"['à', 'rayures']",条纹
"['en', 'coton']",棉质
['ample'],宽
['Chemise'],衬衫
[],高腰
"['droit', 'en', 'denim', 'taille', 'haute']",直筒
['Jean'],牛仔裤
['coton'],棉质
[],针织
"['en', 'jersey', 'de']",卫衣
['Sweat-shirt'],平纹
"['en', 'coton']",棉质
['Short'],短裤
"['de', 'viscose']",粘胶纤维
"['en', 'crêpe']",绉纱
['courte'],短款
['Veste'],夹克
['ample'],百慕大
[],阔腿
[],棉质
[],牛仔
['Bermuda'],短裤
[],棉质
"['en', 'maille', 'de', 'coton']",针织
['T-shirt'],T恤
[],中腰
[],棉质
"['large', 'en', 'denim', 'de', 'coton', 'taille', 'mi-haute']",阔腿裤
['Jean'],牛仔
"['à', 'rayures']",条纹
[],型
"['en', 'popeline']",府绸
['oversize'],大廓
['Chemise'],衬衫
[],打褶
"['à', 'plis']",光滑
['fluide'],粘胶纤维
"['large', 'en', 'velours', 'de', 'viscose']",天鹅绒
['Pantalon'],阔腿裤
"['en', 'denim', 'de', 'coton', 'et', 'tulle']",amp
[],薄纱
[],&
[],;
[],棉质
[],牛仔
[],束身
['Bustier'],上衣
[],印花
[],亚麻
['Shortenlinimprimé'],短裤
[],印花
[],真丝
[],斜纹
"['en', 'sergé', 'de', 'soie', 'imprimée']",短款
"['Crop', 'top']",上衣
"['en', 'coton']",棉质
['Short'],短裤
[],印花
"['en', 'coton', 'imprimé']",棉质
['Haut'],上衣
[],印花
[],棉质
"['courte', 'en', 'coton', 'imprimé']",迷你
['Jupe'],短裙
[],打褶
['ruché'],印花
[],针织
"['en', 'jersey', 'imprimé']",连衣裙
['midi'],迷笛
['Robe'],平纹
[],印花
"['en', 'popeline', 'imprimée']",府绸
[],迷笛
"['Robe', 'bustier', 'midi']",连衣裙
[],印花
['imprimé'],连衣裙
"['en', 'lin']",亚麻
"['Robe', 'longue']",长款
[],印花
[],真丝
"['en', 'soie', 'crêpe', 'de', 'chine', 'imprimée']",连衣裙
"['Robe', 'longue']",双绉长款
"['avec', 'ceinture']",腰带
['mélangée'],混纺
[],羊毛
"['en', 'laine']",大衣
"['Manteau', '']",系
[],腰带
[],棉质
"['en', 'coton', 'côtelé', 'avec', 'ceinture']",灯芯绒
[],系
"['Pantalon', 'cargo']",工装裤
['doublée'],大衣
"['en', 'laine']",羊毛
['Manteau'],双面
"['mélangé', 'teint', 'Space']",混纺
"['en', 'cachemire']",羊绒
[],段染
['Cardigan'],开衫
[],针织
[],帆布
['Capeenmailledetoileà'],斗篷
['stretch'],弹力
[],粘胶纤维
"['en', 'viscose']",紧身裤
['Legging'],脚蹬
[],短款
[],棉质
['courtencoton'],衫
[],棉质
[],围裹
[],式
[],迷你
['portefeuillecourteencoton'],短裙
"['et', 'coton']",棉
[],真丝
"['en', 'voile', 'de', 'soie']",薄纱
[],&
[],amp
[],;
['Chemise'],衬衫
"['de', 'coton']",棉质
[],型
"['en', 'gabardine']",华达呢
['oversize'],大廓
['Pantalon'],裤子
[],编织
['Intreccio'],羊毛
"['col', 'roulé', 'en', 'laine']",高领
['Pull-over'],毛衣
[],喇叭
[],腿
['Jean'],牛仔裤
[],羽绒
"['Doudoune', 'sans', 'manches']",马甲
[],刺绣
[],棉质
"['coton', 'brodé']",平纹
"['en', 'jersey', 'de']",针织
['Sweat-shirt'],卫衣
